DataSetId,DataSetName,MeasureCode,MeasureName,ReportedMeasureCode,ReportedMeasureName,ReportingEndDate,ReportingStartDate
8231,LOS 2019-20 - Number of overnight hospital stays,MYH0017,Number of overnight hospital stays,MYH-RM0148,Kidney and urinary tract infection (without complications),2020-06-30,2019-07-01
8232,LOS 2019-20 - Number of hospital stays,MYH0016,Number of hospital stays,MYH-RM0149,Cellulitis,2020-06-30,2019-07-01
8233,LOS 2019-20 - Number of hospital stays,MYH0016,Number of hospital stays,MYH-RM0150,Chronic obstructive pulmonary disease (with complications),2020-06-30,2019-07-01
8234,LOS 2019-20 - Number of hospital stays,MYH0016,Number of hospital stays,MYH-RM0151,Chronic obstructive pulmonary disease (without complications),2020-06-30,2019-07-01
8235,LOS 2019-20 - Number of hospital stays,MYH0016,Number of hospital stays,MYH-RM0152,Heart failure (with complications),2020-06-30,2019-07-01
8236,LOS 2019-20 - Number of hospital stays,MYH0016,Number of hospital stays,MYH-RM0153,Heart failure (without complications),2020-06-30,2019-07-01
8237,LOS 2019-20 - Number of hospital stays,MYH0016,Number of hospital stays,MYH-RM0154,Kidney and urinary tract infection (with complications),2020-06-30,2019-07-01
8238,LOS 2019-20 - Number of hospital stays,MYH0016,Number of hospital stays,MYH-RM0155,Kidney and urinary tract infection (without complications),2020-06-30,2019-07-01
8239,LOS 2019-20 - Percentage of hospital stays that were overnight,MYH0015,Percentage of hospital stays that were overnight,MYH-RM0156,Cellulitis,2020-06-30,2019-07-01
8240,LOS 2019-20 - Percentage of hospital stays that were overnight,MYH0015,Percentage of hospital stays that were overnight,MYH-RM0157,Chronic obstructive pulmonary disease (with complications),2020-06-30,2019-07-01
8241,LOS 2019-20 - Percentage of hospital stays that were overnight,MYH0015,Percentage of hospital stays that were overnight,MYH-RM0158,Chronic obstructive pulmonary disease (without complications),2020-06-30,2019-07-01
8242,LOS 2019-20 - Percentage of hospital stays that were overnight,MYH0015,Percentage of hospital stays that were overnight,MYH-RM0159,Heart failure (with complications),2020-06-30,2019-07-01
8243,LOS 2019-20 - Percentage of hospital stays that were overnight,MYH0015,Percentage of hospital stays that were overnight,MYH-RM0160,Heart failure (without complications),2020-06-30,2019-07-01
8244,LOS 2019-20 - Percentage of hospital stays that were overnight,MYH0015,Percentage of hospital stays that were overnight,MYH-RM0161,Kidney and urinary tract infection (with complications),2020-06-30,2019-07-01
8245,LOS 2019-20 - Percentage of hospital stays that were overnight,MYH0015,Percentage of hospital stays that were overnight,MYH-RM0162,Kidney and urinary tract infection (without complications),2020-06-30,2019-07-01
8246,LOS 2019-20 - Average length of overnight stays,MYH0014,Average length of overnight stays,MYH-RM0163,Caesarean delivery,2020-06-30,2019-07-01
8247,LOS 2019-20 - Average length of overnight stays,MYH0014,Average length of overnight stays,MYH-RM0164,Vaginal delivery,2020-06-30,2019-07-01
8248,LOS 2019-20 - Number of overnight bed days,MYH0018,Number of overnight bed days,MYH-RM0165,Caesarean delivery,2020-06-30,2019-07-01
8249,LOS 2019-20 - Number of overnight bed days,MYH0018,Number of overnight bed days,MYH-RM0166,Vaginal delivery,2020-06-30,2019-07-01
8250,LOS 2019-20 - Number of overnight hospital stays,MYH0017,Number of overnight hospital stays,MYH-RM0167,Caesarean delivery,2020-06-30,2019-07-01
8251,LOS 2019-20 - Number of overnight hospital stays,MYH0017,Number of overnight hospital stays,MYH-RM0168,Vaginal delivery,2020-06-30,2019-07-01
8252,LOS 2019-20 - Number of hospital stays,MYH0016,Number of hospital stays,MYH-RM0169,Caesarean delivery,2020-06-30,2019-07-01
8253,LOS 2019-20 - Number of hospital stays,MYH0016,Number of hospital stays,MYH-RM0170,Vaginal delivery,2020-06-30,2019-07-01
8254,LOS 2019-20 - Percentage of hospital stays that were overnight,MYH0015,Percentage of hospital stays that were overnight,MYH-RM0171,Caesarean delivery,2020-06-30,2019-07-01
8255,LOS 2019-20 - Percentage of hospital stays that were overnight,MYH0015,Percentage of hospital stays that were overnight,MYH-RM0172,Vaginal delivery,2020-06-30,2019-07-01
8256,LOS 2019-20 - Average length of overnight stays,MYH0014,Average length of overnight stays,MYH-RM0173,Appendix removal,2020-06-30,2019-07-01
8257,LOS 2019-20 - Average length of overnight stays,MYH0014,Average length of overnight stays,MYH-RM0174,Gall bladder removal,2020-06-30,2019-07-01
8258,LOS 2019-20 - Average length of overnight stays,MYH0014,Average length of overnight stays,MYH-RM0175,Reconstructive gynaecological surgery,2020-06-30,2019-07-01
8259,LOS 2019-20 - Average length of overnight stays,MYH0014,Average length of overnight stays,MYH-RM0176,Hysterectomy,2020-06-30,2019-07-01
8260,LOS 2019-20 - Average length of overnight stays,MYH0014,Average length of overnight stays,MYH-RM0178,Total knee replacement,2020-06-30,2019-07-01
8261,LOS 2019-20 - Average length of overnight stays,MYH0014,Average length of overnight stays,MYH-RM0179,Prostate removal,2020-06-30,2019-07-01
8262,LOS 2019-20 - Number of overnight bed days,MYH0018,Number of overnight bed days,MYH-RM0180,Appendix removal,2020-06-30,2019-07-01
8263,LOS 2019-20 - Number of overnight bed days,MYH0018,Number of overnight bed days,MYH-RM0181,Gall bladder removal,2020-06-30,2019-07-01
8264,LOS 2019-20 - Number of overnight bed days,MYH0018,Number of overnight bed days,MYH-RM0182,Reconstructive gynaecological surgery,2020-06-30,2019-07-01
8265,LOS 2019-20 - Number of overnight bed days,MYH0018,Number of overnight bed days,MYH-RM0183,Hysterectomy,2020-06-30,2019-07-01
8266,LOS 2019-20 - Number of overnight bed days,MYH0018,Number of overnight bed days,MYH-RM0185,Total knee replacement,2020-06-30,2019-07-01
8267,LOS 2019-20 - Number of overnight bed days,MYH0018,Number of overnight bed days,MYH-RM0186,Prostate removal,2020-06-30,2019-07-01
8268,LOS 2019-20 - Number of overnight hospital stays,MYH0017,Number of overnight hospital stays,MYH-RM0187,Appendix removal,2020-06-30,2019-07-01
8269,LOS 2019-20 - Number of overnight hospital stays,MYH0017,Number of overnight hospital stays,MYH-RM0188,Gall bladder removal,2020-06-30,2019-07-01
8270,LOS 2019-20 - Number of overnight hospital stays,MYH0017,Number of overnight hospital stays,MYH-RM0189,Reconstructive gynaecological surgery,2020-06-30,2019-07-01
8271,LOS 2019-20 - Number of overnight hospital stays,MYH0017,Number of overnight hospital stays,MYH-RM0190,Hysterectomy,2020-06-30,2019-07-01
8272,LOS 2019-20 - Number of overnight hospital stays,MYH0017,Number of overnight hospital stays,MYH-RM0192,Total knee replacement,2020-06-30,2019-07-01
8273,LOS 2019-20 - Number of overnight hospital stays,MYH0017,Number of overnight hospital stays,MYH-RM0193,Prostate removal,2020-06-30,2019-07-01
8274,LOS 2019-20 - Number of hospital stays,MYH0016,Number of hospital stays,MYH-RM0194,Appendix removal,2020-06-30,2019-07-01
8275,LOS 2019-20 - Number of hospital stays,MYH0016,Number of hospital stays,MYH-RM0195,Gall bladder removal,2020-06-30,2019-07-01
8276,LOS 2019-20 - Number of hospital stays,MYH0016,Number of hospital stays,MYH-RM0196,Reconstructive gynaecological surgery,2020-06-30,2019-07-01
8277,LOS 2019-20 - Number of hospital stays,MYH0016,Number of hospital stays,MYH-RM0197,Hysterectomy,2020-06-30,2019-07-01
8278,LOS 2019-20 - Number of hospital stays,MYH0016,Number of hospital stays,MYH-RM0199,Total knee replacement,2020-06-30,2019-07-01
8279,LOS 2019-20 - Number of hospital stays,MYH0016,Number of hospital stays,MYH-RM0200,Prostate removal,2020-06-30,2019-07-01
8280,LOS 2019-20 - Percentage of hospital stays that were overnight,MYH0015,Percentage of hospital stays that were overnight,MYH-RM0201,Appendix removal,2020-06-30,2019-07-01
8281,LOS 2019-20 - Percentage of hospital stays that were overnight,MYH0015,Percentage of hospital stays that were overnight,MYH-RM0202,Gall bladder removal,2020-06-30,2019-07-01
8282,LOS 2019-20 - Percentage of hospital stays that were overnight,MYH0015,Percentage of hospital stays that were overnight,MYH-RM0203,Reconstructive gynaecological surgery,2020-06-30,2019-07-01
8283,LOS 2019-20 - Percentage of hospital stays that were overnight,MYH0015,Percentage of hospital stays that were overnight,MYH-RM0204,Hysterectomy,2020-06-30,2019-07-01
8284,LOS 2019-20 - Percentage of hospital stays that were overnight,MYH0015,Percentage of hospital stays that were overnight,MYH-RM0206,Total knee replacement,2020-06-30,2019-07-01
8285,LOS 2019-20 - Percentage of hospital stays that were overnight,MYH0015,Percentage of hospital stays that were overnight,MYH-RM0207,Prostate removal,2020-06-30,2019-07-01
8286,ADM 2019-20 - Number of admissions to hospital,MYH0024,Number of admissions to hospital,MYH-RM0213,Medical (emergency),2020-06-30,2019-07-01
8287,ADM 2019-20 - Number of admissions to hospital,MYH0024,Number of admissions to hospital,MYH-RM0214,Medical (non-emergency),2020-06-30,2019-07-01
8288,ADM 2019-20 - Number of admissions to hospital,MYH0024,Number of admissions to hospital,MYH-RM0215,Childbirth,2020-06-30,2019-07-01
8289,ADM 2019-20 - Number of admissions to hospital,MYH0024,Number of admissions to hospital,MYH-RM0216,Mental health,2020-06-30,2019-07-01
8290,ADM 2019-20 - Number of admissions to hospital,MYH0024,Number of admissions to hospital,MYH-RM0217,Surgical (emergency),2020-06-30,2019-07-01
8291,ADM 2019-20 - Number of admissions to hospital,MYH0024,Number of admissions to hospital,MYH-RM0218,Surgical (non-emergency),2020-06-30,2019-07-01
8292,ADM 2019-20 - Number of admissions to hospital,MYH0024,Number of admissions to hospital,MYH-RM0219,Total,2020-06-30,2019-07-01
8293,ADM 2019-20 - Number of admissions to hospital,MYH0024,Number of admissions to hospital,MYH-RM0753,Other acute (emergency),2020-06-30,2019-07-01
8294,ADM 2019-20 - Number of admissions to hospital,MYH0024,Number of admissions to hospital,MYH-RM0754,Other acute (non-emergency),2020-06-30,2019-07-01
8295,ADM 2019-20 - Number of admissions to hospital,MYH0024,Number of admissions to hospital,MYH-RM0755,Rehabilitation,2020-06-30,2019-07-01
8296,ADM 2019-20 - Number of admissions to hospital,MYH0024,Number of admissions to hospital,MYH-RM0756,Palliative,2020-06-30,2019-07-01
8297,ADM 2019-20 - Number of admissions to hospital,MYH0024,Number of admissions to hospital,MYH-RM0757,Other subacute and non-acute,2020-06-30,2019-07-01
8298,SSI 2018-19 - Number of specialised service units,MYH0039,Number of specialised service units,MYH-RM0760,Obstetric services,2019-06-30,2018-07-01
8299,SSI 2018-19 - Number of specialised service units,MYH0039,Number of specialised service units,MYH-RM0761,Paediatric service,2019-06-30,2018-07-01
8300,SSI 2018-19 - Number of specialised service units,MYH0039,Number of specialised service units,MYH-RM0762,Psychiatric unit,2019-06-30,2018-07-01
8301,SSI 2018-19 - Number of specialised service units,MYH0039,Number of specialised service units,MYH-RM0763,Intensive care unit,2019-06-30,2018-07-01
8302,SSI 2018-19 - Number of specialised service units,MYH0039,Number of specialised service units,MYH-RM0764,Hospice care unit,2019-06-30,2018-07-01
8303,SSI 2018-19 - Number of specialised service units,MYH0039,Number of specialised service units,MYH-RM0765,Nursing home care unit,2019-06-30,2018-07-01
8304,SSI 2018-19 - Number of specialised service units,MYH0039,Number of specialised service units,MYH-RM0766,Geriatric assessment unit,2019-06-30,2018-07-01
8305,SSI 2018-19 - Number of specialised service units,MYH0039,Number of specialised service units,MYH-RM0767,Domiciliary care service,2019-06-30,2018-07-01
8306,SSI 2018-19 - Number of specialised service units,MYH0039,Number of specialised service units,MYH-RM0768,Alcohol and drug unit,2019-06-30,2018-07-01
8307,SSI 2018-19 - Number of specialised service units,MYH0039,Number of specialised service units,MYH-RM0769,Acute spinal cord injury unit,2019-06-30,2018-07-01
8308,SSI 2018-19 - Number of specialised service units,MYH0039,Number of specialised service units,MYH-RM0770,Coronary care unit,2019-06-30,2018-07-01
8309,SSI 2018-19 - Number of specialised service units,MYH0039,Number of specialised service units,MYH-RM0771,Cardiac surgery unit,2019-06-30,2018-07-01
8310,SSI 2018-19 - Number of specialised service units,MYH0039,Number of specialised service units,MYH-RM0772,Acute renal dialysis unit,2019-06-30,2018-07-01
8311,SSI 2018-19 - Number of specialised service units,MYH0039,Number of specialised service units,MYH-RM0773,Maintenance renal dialysis unit,2019-06-30,2018-07-01
8312,SSI 2018-19 - Number of specialised service units,MYH0039,Number of specialised service units,MYH-RM0774,Burns unit,2019-06-30,2018-07-01
8313,SSI 2018-19 - Number of specialised service units,MYH0039,Number of specialised service units,MYH-RM0775,Major plastic or reconstructive surgery unit,2019-06-30,2018-07-01
8314,SSI 2018-19 - Number of specialised service units,MYH0039,Number of specialised service units,MYH-RM0776,Oncology unit,2019-06-30,2018-07-01
8315,SSI 2018-19 - Number of specialised service units,MYH0039,Number of specialised service units,MYH-RM0777,Neonatal intensive care unit,2019-06-30,2018-07-01
8316,SSI 2018-19 - Number of specialised service units,MYH0039,Number of specialised service units,MYH-RM0778,In-vitro fertilisation unit,2019-06-30,2018-07-01
8317,SSI 2018-19 - Number of specialised service units,MYH0039,Number of specialised service units,MYH-RM0779,Epilepsy centre,2019-06-30,2018-07-01
8318,SSI 2018-19 - Number of specialised service units,MYH0039,Number of specialised service units,MYH-RM0780,Bone marrow transplantation unit,2019-06-30,2018-07-01
8319,SSI 2018-19 - Number of specialised service units,MYH0039,Number of specialised service units,MYH-RM0781,Renal transplantation unit,2019-06-30,2018-07-01
8320,SSI 2018-19 - Number of specialised service units,MYH0039,Number of specialised service units,MYH-RM0782,Heart transplantation unit,2019-06-30,2018-07-01
8321,SSI 2018-19 - Number of specialised service units,MYH0039,Number of specialised service units,MYH-RM0783,Liver transplantation unit,2019-06-30,2018-07-01
8322,SSI 2018-19 - Number of specialised service units,MYH0039,Number of specialised service units,MYH-RM0784,Pancreas transplantation unit,2019-06-30,2018-07-01
8323,SSI 2018-19 - Number of specialised service units,MYH0039,Number of specialised service units,MYH-RM0785,Clinical genetics unit,2019-06-30,2018-07-01
8324,SSI 2018-19 - Number of specialised service units,MYH0039,Number of specialised service units,MYH-RM0786,Sleep centre,2019-06-30,2018-07-01
8325,SSI 2018-19 - Number of specialised service units,MYH0039,Number of specialised service units,MYH-RM0787,Neurosurgical unit,2019-06-30,2018-07-01
8326,SSI 2018-19 - Number of specialised service units,MYH0039,Number of specialised service units,MYH-RM0788,Infectious diseases unit,2019-06-30,2018-07-01
8327,SSI 2018-19 - Number of specialised service units,MYH0039,Number of specialised service units,MYH-RM0789,AIDS unit,2019-06-30,2018-07-01
8328,SSI 2018-19 - Number of specialised service units,MYH0039,Number of specialised service units,MYH-RM0790,Diabetes unit,2019-06-30,2018-07-01
8329,SSI 2018-19 - Number of specialised service units,MYH0039,Number of specialised service units,MYH-RM0791,Rehabilitation unit,2019-06-30,2018-07-01
8330,SSI 2019-20 - Number of specialised service units,MYH0039,Number of specialised service units,MYH-RM0760,Obstetric services,2020-06-30,2019-07-01
8331,SSI 2019-20 - Number of specialised service units,MYH0039,Number of specialised service units,MYH-RM0761,Paediatric service,2020-06-30,2019-07-01
